"Microsoft Status","CA Owner","CA Common Name or Certificate Name","Subject","SHA-1 Fingerprint","SHA-256 Fingerprint","Microsoft EKUs","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm"
"Included","eMudhra Technologies Limited","emSign Root CA - G2","CN=emSign Root CA - G2; OU=emSign PKI; O=eMudhra Technologies Limited; C=IN","1E6577B9CF70D017CAE1BDA1351D4725A973C06D","1AA0C2709E831BD6E3B5129A00BA41F7EEEF020872F1E6504BF0F6C3F24F3AF3","Code Signing;Time Stamping","2018 Feb 18","2043 Feb 18","RSA 4096 bits","SHA384WithRSA"
"Included","Entrust","AffirmTrust 4K TLS Root CA - 2022","CN=AffirmTrust 4K TLS Root CA - 2022; O=AffirmTrust; C=CA","2E03931CD19C3FF5985FB87AADC153EB5DBDF1E3","A7DEDF5A842167DD12FDAA0F2080E73295B8B8BEA71B2094EA0950945A482FC1","Server Authentication;Client Authentication","2022 Dec 13","2047 Dec 07","RSA 4096 bits","SHA384WithRSA"
"Included","Entrust","AffirmTrust Commercial","CN=AffirmTrust Commercial; O=AffirmTrust; C=US","F9B5B632455F9CBEEC575F80DCE96E2CC7B278B7","0376AB1D54C5F9803CE4B2E201A0EE7EEF7B57B636E8A93C9B8D4860C96F5FA7","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2010 Jan 29","2030 Dec 31","RSA 2048 bits","SHA256WithRSA"
"Included","Entrust","AffirmTrust Networking","CN=AffirmTrust Networking; O=AffirmTrust; C=US","293621028B20ED02F566C532D1D6ED909F45002F","0A81EC5A929777F145904AF38D5D509F66B5E2C58FCDB531058B0E17F3F0B41B","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2010 Jan 29","2030 Dec 31","RSA 2048 bits","SHA1WithRSA"
"Included","Entrust","AffirmTrust Premium","CN=AffirmTrust Premium; O=AffirmTrust; C=US","D8A6332CE0036FB185F6634F7D6A066526322827","70A73F7F376B60074248904534B11482D5BF0E698ECC498DF52577EBF2E93B9A","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2010 Jan 29","2040 Dec 31","RSA 4096 bits","SHA384WithRSA"
"Included","Entrust","AffirmTrust Premium ECC","CN=AffirmTrust Premium ECC; O=AffirmTrust; C=US","B8236B002F1D16865301556C11A437CAEBFFC3BB","BD71FDF6DA97E4CF62D1647ADD2581B07D79ADF8397EB4ECBA9C5E8488821423","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2010 Jan 29","2040 Dec 31","EC secp384r1","ecdsaWithSHA384"
"Included","Entrust","Entrust 4K EV TLS Root CA - 2022","CN=Entrust 4K EV TLS Root CA - 2022; O=Entrust, Inc.; C=US","EADB0AB9DC7938021435FED13E488406A1AA292A","647987D98D52645DA4D3DE3B80771A0CE02B9B9285E6E86999882170744EC9AA","Server Authentication;Client Authentication","2022 Dec 13","2047 Dec 07","RSA 4096 bits","SHA384WithRSA"
"Included","Entrust","Entrust 4K TLS Root CA - 2022","CN=Entrust 4K TLS Root CA - 2022; O=Entrust, Inc.; C=US","193C2A76F8CADD84F35BF52EE7AA506657917A38","DD6C44B39401B053DBE61120748BBB0F6056007665C168E5C286750EDC8DF129","Server Authentication;Client Authentication","2022 Dec 13","2047 Dec 07","RSA 4096 bits","SHA384WithRSA"
"Included","Entrust","Entrust P384 EV TLS Root CA - 2022","CN=Entrust P384 EV TLS Root CA - 2022; O=Entrust, Inc.; C=US","1E6C44DC6473D4819BE89FB237AF4883FC376987","937EF8F12276B3C7A3F58E345D09A6EFF01F862F8D2794441CD84D511825FA0C","Server Authentication;Client Authentication","2022 Dec 13","2047 Dec 07","EC secp384r1","ecdsaWithSHA384"
"Included","Entrust","Entrust P384 TLS Root CA - 2022","CN=Entrust P384 TLS Root CA - 2022; O=Entrust, Inc.; C=US","424AAE6D0C8C7624817CDB9CCB510DED6232191D","420332EF876EBE78F2AF5D28AAACDE24AAD0C10F8FFAAC469EFD7BD941929568","Server Authentication;Client Authentication","2022 Dec 13","2047 Dec 07","EC secp384r1","ecdsaWithSHA384"
"Included","Eviden","Atos TrustedRoot 2011","CN=Atos TrustedRoot 2011; O=Atos; C=DE","2BB1F53E550C1DC5F1D4E6B76A464B550602AC21","F356BEA244B7A91EB35D53CA9AD7864ACE018E2D35D5F8F96DDF68A6F41AA474","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;OCSP Signing;Secure Email;Time Stamping","2011 Jul 07","2030 Dec 31","RSA 2048 bits","SHA256WithRSA"
"Included","Eviden","Atos TrustedRoot Root CA ECC G2 2020","CN=Atos TrustedRoot Root CA ECC G2 2020; O=Atos; C=DE","612556DA6294E5AEB33CF811BDB1DCF8A5D8B3E4","E38655F4B0190C84D3B3893D840A687E190A256D98052F159E6D4A39F589A6EB","Client Authentication;Document Signing;Secure Email","2020 Dec 15","2040 Dec 10","EC secp384r1","ecdsaWithSHA384"
"Included","Eviden","Atos TrustedRoot Root CA ECC TLS 2021","CN=Atos TrustedRoot Root CA ECC TLS 2021; O=Atos; C=DE","9EBC751042B302F381F4F73062D48FC3A751B2DD","B2FAE53E14CCD7AB9212064701AE279C1D8988FACB775FA8A008914E663988A8","Server Authentication;Client Authentication","2021 Apr 22","2041 Apr 17","EC secp384r1","ecdsaWithSHA384"
"Included","Eviden","Atos TrustedRoot Root CA RSA G2 2020","CN=Atos TrustedRoot Root CA RSA G2 2020; O=Atos; C=DE","32D127FA93B1C14C99E24A40BC7F94411B5AACA4","78833A783BB2986C254B9370D3C20E5EBA8FA7840CBF63FE17297A0B0119685E","Client Authentication;Document Signing;Secure Email","2020 Dec 15","2040 Dec 10","RSA 4096 bits","SHA384WithRSA"
"Included","Eviden","Atos TrustedRoot Root CA RSA TLS 2021","CN=Atos TrustedRoot Root CA RSA TLS 2021; O=Atos; C=DE","18523B0D0637E4D63ADF23E498FB5B16FB867448","81A9088EA59FB364C548A6F85559099B6F0405EFBF18E5324EC9F457BA00112F","Server Authentication;Client Authentication","2021 Apr 22","2041 Apr 17","RSA 4096 bits","SHA384WithRSA"
"Included","Financijska agencija (Fina)","Fina Root CA","CN=Fina Root CA; O=Financijska agencija; C=HR","6202BF169AF27FA67ED0CEC66B782B83226126E9","5AB4FCDB180B5B6AF0D262A2375A2C77D25602015D96648756611E2E78C53AD3","Server Authentication;Client Authentication;Secure Email;Time Stamping","2015 Nov 24","2035 Nov 24","RSA 4096 bits","SHA256WithRSA"
"Included","Global Digital Cybersecurity Authority Co., Ltd. (Formerly Guang Dong Certificate Authority (GDCA))","GDCA TrustAUTH R5 ROOT","CN=GDCA TrustAUTH R5 ROOT; O=GUANG DONG CERTIFICATE AUTHORITY CO.,LTD.; C=CN","0F36385B811A25C39B314E83CAE9346670CC74B4","BFFF8FD04433487D6A8AA60C1A29767A9FC2BBB05E420F713A13B992891D3893","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","2014 Nov 26","2040 Dec 31","RSA 4096 bits","SHA256WithRSA"
"Included","GlobalSign nv-sa","GlobalSign Client Authentication Root E45","CN=GlobalSign Client Authentication Root E45; O=GlobalSign nv-sa; C=BE","A2BEE4AD032713ADCE0A0E9B19B6B85FC24ECA8D","8B0F0FAA2C00FE0532A8A54E7BC5FD139C1922C4F10F0B16E10FB8BE1A634964","Client Authentication","2020 Mar 18","2045 Mar 18","EC secp384r1","ecdsaWithSHA384"
"Included","GlobalSign nv-sa","GlobalSign Client Authentication Root R45","CN=GlobalSign Client Authentication Root R45; O=GlobalSign nv-sa; C=BE","DC775C1C874F1BBF51099F6FB129DB99FF08EB52","165C7E810BD37C1D57CE9849ACCD500E5CB01EEA37DC550DB07E598AAD2474A8","Client Authentication","2020 Mar 18","2045 Mar 18","RSA 4096 bits","SHA384WithRSA"
"Included","GlobalSign nv-sa","GlobalSign Code Signing Root E45","CN=GlobalSign Code Signing Root E45; O=GlobalSign nv-sa; C=BE","79AA505EDD09B321E36D57910A5DF5A9FB85CC57","26C6C5FD4928FD57A8A4C5724FDD279745869C60C338E262FFE901C31BD1DB2B","Code Signing","2020 Mar 18","2045 Mar 18","EC secp384r1","ecdsaWithSHA384"
"Included","GlobalSign nv-sa","GlobalSign Code Signing Root R45","CN=GlobalSign Code Signing Root R45; O=GlobalSign nv-sa; C=BE","4EFC31460C619ECAE59C1BCE2C008036D94C84B8","7B9D553E1C92CB6E8803E137F4F287D4363757F5D44B37D52F9FCA22FB97DF86","Code Signing","2020 Mar 18","2045 Mar 18","RSA 4096 bits","SHA384WithRSA"
"Included","GlobalSign nv-sa","GlobalSign Document Signing Root E45","CN=GlobalSign Document Signing Root E45; O=GlobalSign nv-sa; C=BE","CE71315DC098611F608C6CDECCEDC35D18D08548","F86973BDD0514735E10C1190D0345BF89C77E1C4ADBD3F65963B803FD3C9E1FF","Document Signing","2020 Mar 18","2045 Mar 18","EC secp384r1","ecdsaWithSHA384"
"Included","GlobalSign nv-sa","GlobalSign Document Signing Root R45","CN=GlobalSign Document Signing Root R45; O=GlobalSign nv-sa; C=BE","4F79DF635510276969E823C4B87F793B9748D3EA","38BE6C7EEB4547D82B9287F243AF32A9DEEB5DC5C9A87A0056F938D91B456A5A","Document Signing","2020 Mar 18","2045 Mar 18","RSA 4096 bits","SHA384WithRSA"
"Included","GlobalSign nv-sa","GlobalSign","CN=GlobalSign; OU=GlobalSign ECC Root CA - R5; O=GlobalSign","1F24C630CDA418EF2069FFAD4FDD5F463A1B69AA","179FBC148A3DD00FD24EA13458CC43BFA7F59C8182D783A513F6EBEC100C8924","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2012 Nov 13","2038 Jan 19","EC secp384r1","ecdsaWithSHA384"
"Included","GlobalSign nv-sa","GlobalSign Root CA","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","B1BC968BD4F49D622AA89A81F2150152A41D829C","EBD41040E4BB3EC742C9E381D31EF2A41A48B6685C96E7CEF3C1DF6CD4331C99","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;OCSP Signing;Secure Email;Time Stamping","1998 Sep 01","2028 Jan 28","RSA 2048 bits","SHA1WithRSA"
"Included","GlobalSign nv-sa","GlobalSign","CN=GlobalSign; OU=GlobalSign Root CA - R3; O=GlobalSign","D69B561148F01C77C54578C10926DF5B856976AD","CBB522D7B7F127AD6A0113865BDF1CD4102E7D0759AF635A7CF4720DC963C53B","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2009 Mar 18","2029 Mar 18","RSA 2048 bits","SHA256WithRSA"
"Included","GlobalSign nv-sa","GlobalSign","CN=GlobalSign; OU=GlobalSign Root CA - R6; O=GlobalSign","8094640EB5A7A1CA119C1FDDD59F810263A7FBD1","2CABEAFE37D06CA22ABA7391C0033D25982952C453647349763A3AB5AD6CCF69","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;OCSP Signing;Secure Email;Time Stamping","2014 Dec 10","2034 Dec 10","RSA 4096 bits","SHA384WithRSA"
"Included","GlobalSign nv-sa","GlobalSign Root E46","CN=GlobalSign Root E46; O=GlobalSign nv-sa; C=BE","39B46CD5FE8006EBE22F4ABB0833A0AFDBB9DD84","CBB9C44D84B8043E1050EA31A69F514955D7BFD2E2C6B49301019AD61D9F5058","Server Authentication;Client Authentication","2019 Mar 20","2046 Mar 20","EC secp384r1","ecdsaWithSHA384"
"Included","GlobalSign nv-sa","GlobalSign Root R46","CN=GlobalSign Root R46; O=GlobalSign nv-sa; C=BE","53A2B04BCA6BD645E6398A8EC40DD2BF77C3A290","4FA3126D8D3A11D1C4855A4F807CBAD6CF919D3A5A88B03BEA2C6372D93C40C9","Server Authentication;Client Authentication","2019 Mar 20","2046 Mar 20","RSA 4096 bits","SHA384WithRSA"
"Included","GlobalSign nv-sa","GlobalSign Secure Mail Root E45","CN=GlobalSign Secure Mail Root E45; O=GlobalSign nv-sa; C=BE","182E1F324F89DFBEFE8889F093C2C4A02B677521","5CBF6FB81FD417EA4128CD6F8172A3C9402094F74AB2ED3A06B4405D04F30B19","Client Authentication;Secure Email","2020 Mar 18","2045 Mar 18","EC secp384r1","ecdsaWithSHA384"
"Included","GlobalSign nv-sa","GlobalSign Secure Mail Root R45","CN=GlobalSign Secure Mail Root R45; O=GlobalSign nv-sa; C=BE","7618D1F380243D5240C6116AAD5777097D8130A0","319AF0A7729E6F89269C131EA6A3A16FCD86389FDCAB3C47A4A675C161A3F974","Client Authentication;Secure Email","2020 Mar 18","2045 Mar 18","RSA 4096 bits","SHA384WithRSA"
"Included","GlobalSign nv-sa","GlobalSign Timestamping Root R45","CN=GlobalSign Timestamping Root R45; O=GlobalSign nv-sa; C=BE","139B1C712FD17C3CA5DA6E5701AFBA0158F9D45D","2BCBBFD66282C680491C8CD7735FDBBAB7A8079B127BEC60C535976834399AF7","Time Stamping","2020 Mar 18","2045 Mar 18","RSA 4096 bits","SHA384WithRSA"
"Included","GoDaddy","Go Daddy Class 2 Certification Authority","OU=Go Daddy Class 2 Certification Authority; O=The Go Daddy Group, Inc.; C=US","2796BAE63F1801E277261BA0D77770028F20EEE4","C3846BF24B9E93CA64274C0EC67C1ECC5E024FFCACD2D74019350E81FE546AE4","Server Authentication;Client Authentication;Code Signing;Secure Email","2004 Jun 29","2034 Jun 29","RSA 2048 bits","SHA1WithRSA"
"Included","GoDaddy","Go Daddy Root Certificate Authority - G2","CN=Go Daddy Root Certificate Authority - G2; O=GoDaddy.com, Inc.; L=Scottsdale; ST=Arizona; C=US","47BEABC922EAE80E78783462A79F45C254FDE68B","45140B3247EB9CC8C5B4F0D7B53091F73292089E6E5A63E2749DD3ACA9198EDA","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2009 Sep 01","2037 Dec 31","RSA 2048 bits","SHA256WithRSA"
"Included","GoDaddy","Starfield Class 2 Certification Authority","OU=Starfield Class 2 Certification Authority; O=Starfield Technologies, Inc.; C=US","AD7E1C28B064EF8F6003402014C3D0E3370EB58A","1465FA205397B876FAA6F0A9958E5590E40FCC7FAA4FB7C2C8677521FB5FB658","Server Authentication;Client Authentication;Code Signing;Secure Email","2004 Jun 29","2034 Jun 29","RSA 2048 bits","SHA1WithRSA"
"Included","GoDaddy","Starfield Root Certificate Authority - G2","CN=Starfield Root Certificate Authority - G2; O=Starfield Technologies, Inc.; L=Scottsdale; ST=Arizona; C=US","B51C067CEE2B0C3DF855AB2D92F4FE39D4E70F0E","2CE1CB0BF9D2F9E102993FBE215152C3B2DD0CABDE1C68E5319B839154DBB7F5","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2009 Sep 01","2037 Dec 31","RSA 2048 bits","SHA256WithRSA"
"Disabled","GoDaddy","Starfield Services Root Certificate Authority","CN=Starfield Services Root Certificate Authority; OU=http://certificates.starfieldtech.com/repository/; O=Starfield Technologies, Inc.; L=Scottsdale; ST=Arizona; C=US","5D003860F002ED829DEAA41868F788186D62127F","B5BD2CB79CBD1907298D6BDF4842E516D8C78FA6FC96D25F71AF814E16CC245E","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;OCSP Signing;Secure Email;Time Stamping","2008 Jun 02","2029 Dec 31","RSA 2048 bits","SHA1WithRSA"
"Included","Google Trust Services LLC","GlobalSign","CN=GlobalSign; OU=GlobalSign ECC Root CA - R4; O=GlobalSign","6BA0B098E171EF5AADFE4815807710F4BD6F0B28","B085D70B964F191A73E4AF0D54AE7A0E07AAFDAF9B71DD0862138AB7325A24A2","Server Authentication;Client Authentication;Secure Email","2012 Nov 13","2038 Jan 19","EC secp256r1","ecdsaWithSHA256"
"Included","Google Trust Services LLC","GlobalSign","CN=GlobalSign; OU=GlobalSign ECC Root CA - R4; O=GlobalSign","6969562E4080F424A1E7199F14BAF3EE58AB6ABB","BEC94911C2955676DB6C0A550986D76E3BA005667C442C9762B4FBB773DE228C","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2012 Nov 13","2038 Jan 19","EC secp256r1","ecdsaWithSHA256"
"Disabled","Google Trust Services LLC","GlobalSign","CN=GlobalSign; OU=GlobalSign Root CA - R2; O=GlobalSign","75E0ABB6138512271C04F85FDDDE38E4B7242EFE","CA42DD41745FD0B81EB902362CF9D8BF719DA1BD1B1EFC946F5B4C99F42C1B9E","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;OCSP Signing;Secure Email;Time Stamping","2006 Dec 15","2021 Dec 15","RSA 2048 bits","SHA1WithRSA"
"Included","Google Trust Services LLC","GTS Root R1","CN=GTS Root R1; O=Google Trust Services LLC; C=US","E1C950E6EF22F84C5645728B922060D7D5A7A3E8","2A575471E31340BC21581CBD2CF13E158463203ECE94BCF9D3CC196BF09A5472","Server Authentication;Client Authentication;Secure Email;Time Stamping","2016 Jun 22","2036 Jun 22","RSA 4096 bits","SHA384WithRSA"
"Included","Google Trust Services LLC","GTS Root R1","CN=GTS Root R1; O=Google Trust Services LLC; C=US","E58C1CC4913B38634BE9106EE3AD8E6B9DD9814A","D947432ABDE7B7FA90FC2E6B59101B1280E0E1C7E4E40FA3C6887FFF57A7F4CF","Server Authentication;Client Authentication;Secure Email","2016 Jun 22","2036 Jun 22","RSA 4096 bits","SHA384WithRSA"
"Included","Google Trust Services LLC","GTS Root R2","CN=GTS Root R2; O=Google Trust Services LLC; C=US","9A44497632DBDEFAD0BCFB5A7B17BD9E56092494","8D25CD97229DBF70356BDA4EB3CC734031E24CF00FAFCFD32DC76EB5841C7EA8","Server Authentication;Client Authentication;Secure Email","2016 Jun 22","2036 Jun 22","RSA 4096 bits","SHA384WithRSA"
"Included","Google Trust Services LLC","GTS Root R2","CN=GTS Root R2; O=Google Trust Services LLC; C=US","D273962A2A5E399F733FE1C71E643F033834FC4D","C45D7BB08E6D67E62E4235110B564E5F78FD92EF058C840AEA4E6455D7585C60","Server Authentication;Client Authentication;Secure Email;Time Stamping","2016 Jun 22","2036 Jun 22","RSA 4096 bits","SHA384WithRSA"
"Included","Google Trust Services LLC","GTS Root R3","CN=GTS Root R3; O=Google Trust Services LLC; C=US","EDE571802BC892B95B833CD232683F09CDA01E46","34D8A73EE208D9BCDB0D956520934B4E40E69482596E8B6F73C8426B010A6F48","Server Authentication;Client Authentication;Secure Email","2016 Jun 22","2036 Jun 22","EC secp384r1","ecdsaWithSHA384"
"Included","Google Trust Services LLC","GTS Root R3","CN=GTS Root R3; O=Google Trust Services LLC; C=US","30D4246F07FFDB91898A0BE9496611EB8C5E46E5","15D5B8774619EA7D54CE1CA6D0B0C403E037A917F131E8A04E1E6B7A71BABCE5","Server Authentication;Client Authentication;Secure Email;Time Stamping","2016 Jun 22","2036 Jun 22","EC secp384r1","ecdsaWithSHA384"
"Included","Google Trust Services LLC","GTS Root R4","CN=GTS Root R4; O=Google Trust Services LLC; C=US","2A1D6027D94AB10A1C4D915CCD33A0CB3E2D54CB","71CCA5391F9E794B04802530B363E121DA8A3043BB26662FEA4DCA7FC951A4BD","Server Authentication;Client Authentication;Secure Email;Time Stamping","2016 Jun 22","2036 Jun 22","EC secp384r1","ecdsaWithSHA384"
"Included","Google Trust Services LLC","GTS Root R4","CN=GTS Root R4; O=Google Trust Services LLC; C=US","77D30367B5E00C15F60C3861DF7CE13B92464D47","349DFA4058C5E263123B398AE795573C4E1313C83FE68F93556CD5E8031B3C7D","Server Authentication;Client Authentication;Secure Email","2016 Jun 22","2036 Jun 22","EC secp384r1","ecdsaWithSHA384"
"Included","Government of Brazil, Instituto Nacional de Tecnologia da Informação (ITI)","Autoridade Certificadora Raiz Brasileira v1","CN=Autoridade Certificadora Raiz Brasileira v1; OU=Instituto Nacional de Tecnologia da Informacao - ITI; O=ICP-Brasil; C=BR","705D2B4565C7047A540694A79AF7ABB842BDC161","CBD8ED38D4A2D677D453D70DD8890AF4F6374CBA6299943F1AB3A6936C6FD795","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2008 Jul 29","2021 Jul 29","RSA 2048 bits","SHA1WithRSA"
"Included","Government of Brazil, Instituto Nacional de Tecnologia da Informação (ITI)","Autoridade Certificadora Raiz Brasileira v10","CN=Autoridade Certificadora Raiz Brasileira v10; OU=Instituto Nacional de Tecnologia da Informacao - ITI; O=ICP-Brasil; C=BR","6C155ED7271A904A0DC040F0C857FF53BF6DB290","6E0BFF069A26994C15DE2C4888CC54AF84882E5495B7FBF66BE9CCFFEC7489F6","Server Authentication;Client Authentication;Document Signing","2019 Jul 01","2032 Jul 01","RSA 4096 bits","SHA512WithRSA"
"Included","Government of Brazil, Instituto Nacional de Tecnologia da Informação (ITI)","Autoridade Certificadora Raiz Brasileira v5","CN=Autoridade Certificadora Raiz Brasileira v5; OU=Instituto Nacional de Tecnologia da Informacao - ITI; O=ICP-Brasil; C=BR","4ACADAB14B74BF4FBA7BACE64B91801C44B8CC66","CAA53FC6091C6951887C976E378F6EF89AA6377C55D97B6475422B71ED7E9B17","Client Authentication;Document Signing;Secure Email;Time Stamping","2016 Mar 02","2029 Mar 02","RSA 4096 bits","SHA512WithRSA"
"Included","Government of Brazil, Instituto Nacional de Tecnologia da Informação (ITI)","Autoridade Certificadora Raiz Brasileira v2","CN=Autoridade Certificadora Raiz Brasileira v2; OU=Instituto Nacional de Tecnologia da Informacao - ITI; O=ICP-Brasil; C=BR","A9822E6C6933C63C148C2DCAA44A5CF1AAD2C42E","FB47D92A9909FD4FA9BEC02737543E1F3514CED747407A8D9CFA397B0915067C","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2010 Jun 21","2023 Jun 21","RSA 4096 bits","SHA512WithRSA"
"Included","Government of Finland, Population Register Centre’s (Väestörekisterikeskus, VRK)","DVV Gov. Root CA - G3 ECC","CN=DVV Gov. Root CA - G3 ECC; OU=Certification Authority Services, Varmennepalvelut; O=Digi- ja vaestotietovirasto CA; C=FI","B2142AA969EB0DDB5CE9024684CD850B69E418E5","5546A52504FBA74F61FFD4890067529ADE3B9C9D07E502592831CCDA9B369FD3","Server Authentication;Client Authentication","2021 May 06","2042 May 05","EC secp384r1","ecdsaWithSHA384"
